茶,Camellia sinensis (Tea)
苦茶油,Camellia tea oil
小果油茶,Camellia tenuifolia
苦茶油,camellia tree oil
油茶,"Camellia, oil tea"
自動相機,camera trap
相機陷阱,Camera Trap
喜樹,Camptotheca acuminata
喜樹鹼,camptothecin
校園午餐,campus lunch
營養午餐,Campus Luncheon
彎曲菌,Campylobacter
空腸/大腸彎曲菌,Campylobacter jejuni/coli
空腸／大腸彎曲菌,Campylobacter jejuni/coli
彎曲桿菌,Campylobacters
高蛋白假絲酵母菌,Candida utilis
黃龍病細菌,Candidatus Liberibacter asiaticus
石栗,Candle Nut tree
捐血犬,canine blood donor
犬瘟熱,canine distemper
美人蕉,Canna lily
狗罐頭,Canned dog food
食品罐頭,Canned food
冠層孔隙,canopy gap
樹冠溫度,Canopy temperature
洋香瓜,cantaloupe
風鈴花,Canterbury Bells
能力基準表,capability BenchMark Table
能力建構,Capacity building
能量擴充,Capacity enhancement
能力鑑定,Capacity Identification
山羊關節炎腦炎,Caprine arthritis encephalitis
山羊關節炎腦炎病毒,"caprine arthritis encephalitis virus, CAEV"
山羊關節炎腦炎,Caprine arthritis-encephalitis
羊痘病毒,Capripoxvirus
番椒,Capsicam annunm L.
番椒,Capsicum
甜椒,Capsicum annuum
番椒,Capsicum annuum
番椒,Capsicum annuum L.
番椒黃化病毒,Capsicum chlorosis virus
外殼蛋白,Capsid Protein
著果率,capsule set ratio
圈養繁殖,captive breeding
人工繁殖,Captive Breeding
楊桃,Carambola
楊桃,Carambole
焦糖化,caramelization
氨基甲酸鹽,carbamates
碳水化合物,Carbohydrate
碳水化合物,carbohydrates
碳蓄積,Carbon accumulation
碳平衡,carbon balance
碳保存,Carbon Conservation
碳消耗,Carbon Depletion
二氧化碳,Carbon dioxide
二氧化碳碳排放,Carbon dioxide emission
節能減碳,Carbon Emissions Reduction Resolutions.
碳纖維材,Carbon fiber reinforced plastic
固碳作用,Carbon fixation
碳足跡,Carbon footprint
碳林業,carbon forestry
碳標籤,carbon label
碳洩漏,Carbon Leakage
碳減排,Carbon mitigation
碳吸存,Carbon Sequestration
碳固定,carbon sequestration
碳貯存,carbon sequestration
碳吸存,Carbon sesequestration
碳吸收,Carbon Sink
碳匯,Carbon Sink
碳累積量,Carbon Storage
炭封存,Carbon storage
碳交易,carbon trading
氣泡飲料,Carbonated Drink
碳化,Carbonization
碳化,Carbonize
炭化,Carbonized
碳竹板,carbonized bamboo board
碳化資材,Carbonized Material
炭化稻殼,carbonized rice hulls
碳化稻殼,carbonized rice husk
炭化稻殼,carbonized rice husk
碳氮比,carbon-nitrogen ratio
動物屍體,Carcass
屠體,carcass
屠體性狀,Carcass Characteristics
屠體性能,Carcass characteristics
集運車,Carcass Collecting Truck
屠體評級,carcass evaluation
屠體性能,Carcass performance
屠體品質,carcass quality
屠體追蹤,carcass traceability
屠體性狀,Carcass traits
平滑白眼鮫,Carcharhinus falciformis
魬鯛,Cardinal seabream
木瓜,Carica papaya L.
水晶蝦,Caridina cf. serrata
水晶蝦,Caridina sp.
香石竹,carnation
食肉目動物,carnivore
食肉目動物,carnivores
肌肽,Carnosine
胡蘿蔔素,Carotene
類胡蘿蔔素,Carotenoids
心皮化,carpelloid
鹿角菜膠,carrageenan
載體,Carrier
胡蘿蔔,Carrot
胡蘿蔔果渣,Carrot pomance
承載力,Carrying capacity
石竹烯,Caryophyllene
CAS優良農產品,CAS excellent agricultural products
有機農產品,CAS organic produce
漁獲體長年齡轉換,CAS to CAA
樹薯粉,casava meal
個案研究,case study
個案分析,Case Study
樹薯,Cassava
樹薯粉,Cassava meal
肉桂油微乳劑,Cassia oil microemulsifier
去勢,castration
貓,Cat
梓醇,Catalpol
嘉德麗雅蘭,Catalyya
漁獲量及努力量,catch and effort
年齡別漁獲量,catch at age
體長別漁獲量,catch at size
漁獲資料分析,Catch data analysis
漁獲分佈,catch distribution
漁貨證明制度,Catch Documentation Scheme
單位努力漁獲量,Catch per unit effort
單位努力漁獲量,catch per unit effort (CPUE)
漁獲量,Catches
捕蟲裝置,Catching Device
兒茶素,Catechin
團膳供應,Catering service
正電性明膠微粒,Cationic Gelatin Particle
銀柳,Cat-tail Willow
牛,Cattle
牛糞,Cattle manure
嘉德麗雅蘭,Cattleya
嘉德麗雅蘭,Cattleya orchids
花椰菜,cauliflower
白色球狀芽團,cauliflower-like bud clumps
死亡原因,Causes of Death
黃化病因,causing agent of yellowing
窯洞貯藏,Cave Storage
空穴效應,cavitation
課程研發,Ccurriculum Development
瓜類退綠黃化病毒,CCYV
鎘累積,Cd accumulation
溫控農業,"CEA, Controlled Environment Agriculture"
癭蚋科,Cecidomyiidae
芹菜,celery
大白菜,Celery Cabbage
細胞庫,Cell bank
細胞共培養,cell coculture
細胞培養,Cell culture
細胞滲漏,Cell Leakage
細胞株,Cell lines
細胞膜破壞劑類除草劑,cell membrane disrupter
細胞膜熱穩定性,Cell Membrane Thermostability
細胞模式,Cell Model
細胞懸浮培養,cell suspension culture
膜熱穩定性,cell thermostability
穴盤,Cell Tray
細胞脂肪酸,"Cellular fatty acid, CFA"
細胞性免疫,Cellular Immunity
纖維素分解菌,Cellulolytic bacteria
經纖維分解菌醱酵處理之麩皮,cellulolytic bacteria fermented wheat bran
纖維素,Cellulose
纖維,Cellulose
纖維素分解菌,Cellulose decomposing bacteria
纖維素生合成基因,Cellulose Synthase Gene
牙齒生長輪,cementum growth layer
中部地區,Central Taiwan
中央檢定,central test
中西部氣候區,central-west climatic region
橫紋鱠,Cephalopholis boenak
頭足類,Cephalopod
粗榧鹼類生物鹼,cephalotaxine type alkaloids
陶瓷球,Ceramic Ball
穀類副產物,cereal byproducts
穀類,cereal foods
小穀類牧草,Cereal grain forage
穀類再生盆器,cereal renewable pots
穀類副產物,cereal residues
產地證明,Certificate of origin
認證制度,certificate system
驗證,Certification
認證,Certification
認驗證制度,Certification and Verification System
健康種苗驗證,Certification of Seedling Health
認證制度,Certification System
驗證制度,certification system
認證,certification system
驗證,certified
CAS,Certified Agricultural Standards
CAS台灣優良農產品,Certified Agriculture Standard (CAS)
台灣優良農產品,Certified Agriculture Standard(CAS)
驗證種子,certified seed
現行優良藥品製造標準,cGMP; Current Good Manufacturing Practices
現行優良藥品製造標準,cGMP;Current Good Manufacturing Practices
中白荷包魚(黃尾仙),Chaetodontoplus mesoleucus
藍帶荷包魚,Chaetodontoplus seperntrionalis
查耳酮異構酶,Chalcone Isomerase
白堊質,Chalk
白堊病,Chalkbrood
白堊質,Chalkiness
白堊質,chalky
白堊質粒,chalky rice
白堊質穀粒,Chalky Rice Grain
攻毒,challenge
攻擊試驗,Challenge Test
細菌攻擊試驗,challenge test
檜木林,Chamaecyparis Forest
紅檜,Chamaecyparis formosensis
台灣扁柏,Chamaecyparis obtusa var. formosana
氣候變遷,changing climate
通路需求,channel demand
通路策略,Channel Strategy
特色化,Characteristic
特色作物,Characteristic Crop
特色茶,Characteristic Tea
性狀調查,Characterition
調查,characterization
特性調查,Characterization
性狀,characters
茶殼炭,Charcoal of Camellia Seed Residue
大法螺,Charonia tritonis
善泳蟳,Charybdis natator
龍鬚菜,Chayote shoot
清查,Check
乾酪,Cheese
化學特性,Chemical characteristics
化學組成,Chemical Component
組成分譜型,chemical component profile
化學成分,Chemical composition
化學防治,Chemical Control
化學肥料,chemical fertilizers
化學指紋圖譜,chemical fingerprint spectrum
化學指紋圖譜,Chemical Fingerprinting
燻蒸劑,chemical fumigant
化學誘變劑,Chemical Mutagen
化學誘變,Chemical Mutagenesis
化學誘變,Chemical Mutation
化學農藥,Chemical pesticide
化學農藥,Chemical pesticides
化學前處理,chemical pretreatment
化學性質,Chemical property
抗藥性,Chemical Resistance
榴槤蜜,Chempedak
台灣藜,Chenopodium formosana Koidz
臺灣藜,Chenopodium formosanum
臺灣藜,Chenopodium formosanum Koidz.
鳳梨釋迦,cherimoya
冷子番荔枝,cherimoya
小果番茄,Cherrt Tomato
櫻,cherry
櫻,cherry (oriental cherry)
小果番茄,Cherry Toamato
小果番茄,Cherry Tomato
小番茄,cherry tomato
板栗,Chestnut
板栗癭蜂,Chestnut Gallwasp
嘉義樹木園,Chiayi Arboretum
嘉義樹木園,Chiayi Arboreturn
雛雞品質,Chick quality
雞,Chicken
雞肉,chicken
土雞,Chicken
雞血,Chicken blood
雞隻飼糧,chicken diet
雞蛋,chicken eggs
雞胚胎,chicken embryo
雞精,chicken essence
養雞場,chicken farm
養雞場,chicken farms
雞場,chicken farms
養雞產業,chicken industry
雞傳染性貧血,Chicken Infectious Anemia
雞糞,chicken manure
雞糞堆肥,Chicken Manure
雞糞堆肥,chicken manure compost
雞糞處理,Chicken manure management
雞肉,Chicken meat
鷹嘴豆,Chickpea
雛雞,Chicks
七股潟湖,Chiku Lagoon
番椒,chili pepper
辣椒,Chilli
寒害,chilling
寒冷害,chilling
寒害,chilling injury
凍傷,chilling injury
低溫需求,Chilling Requirement
需冷性,chilling requirement
需冷量,Chilling requirement
冷需求,chilling requirement
需冷性,Chilling requirment
需冷量,Chilling requirment
低溫,chilling temperature
耐寒性,chilling tolerance
中國,China
小花蕙蘭,Chinense cymbidium
中草藥,Chinese hearbs
結球白菜,Chinese cabbage
韭菜,Chinese chive
小花蕙蘭,Chinese Cymbidium
華鵝,Chinese Geese
華鵝,Chinese Goose
(花)胡瓜、絲瓜,Chinese gourd
中草藥,Chinese Herb
中藥,Chinese herb
中草藥,Chinese Herb Medicine
草本植物複方,Chinese herbal compound
中草藥,Chinese herbal medicine
紅棗,Chinese jujube
芥藍,Chinese Kale
芥藍菜,Chinese Kale
韭菜,Chinese leek
中華絨螯蟹,Chinese Mitten Crab
大閘蟹,Chinese Mitten Crab
中華絨螯蟹,"Chinese Mitten Crab, Eriocheir sinensis"
小白菜,Chinese mustard
裝裱,Chinese painting and calligraphy mounting
狼尾草,Chinese pennisetum(Pennisetum alopecuroides (L.) Spreng.)
烏?,Chinese tallow
烏桕,Chinese tallow
紅棗,Chinese?jujube
中草藥,Chinese-herbal Medicines
綠原酸,Chiorogenic acid
幾丁質,chitin
幾丁質酶,chitinase
甲殼素,chitosan
幾丁聚醣,chitosan
幾丁聚糖,Chitosan
小球藻,Chlorella
二氧化氯,Chlorine dioxide
氣態二氧化氯,chlorine dioxide gas
氯乙酸,Chloroacetate
綠原酸,chlorogenic acid
葉綠素,Chlorophyll
葉綠素螢光,chlorophyll fluorescenc
葉綠素螢光,chlorophyll fluorescence
葉綠素螢光反應,chlorophyll fluorescence
螢光反應,Chlorophyll Fluorescence
葉綠素螢光技術,Chlorophyll Fluorescence Technique
葉綠素計,Chlorophyll Meter
綠藻門,Chlorophyta
葉綠體基因轉殖,Chloroplast gene transformation
陶斯松,Chlorpyrifos
膽鹼,Choine
膽固醇,cholesterol
膽鹼,Choline
切碎機,Chopper
染色質完整性,chromatin integrity
免疫色層分析法,Chromatographic Strip Test
層析分析法,chromatography
鉻,Chromium
色素細胞,chromocyte
染色體,Chromosome
染色體數,chromosome number
慢性發炎,Chronic inflammation
慢性腎臟病,chronic kidney disease
鹿慢性消耗病,Chronic Wasting Disease
杭菊,Chrysanthemum
菊,Chrysanthemum
菊花,Chrysanthemum
杭菊葉茶,Chrysanthemum leaf tea
杭菊,Chrysanthemum morifolium
杭菊葉,Chrysanthemums leaf
杭菊,Chrysanthemun morifolium
金花蟲,Chrysomelidae
家禽TERT 基因,chTERT
肩胛部,Chuck
慈鯛,cichlid
七股鹽田,Cigu salt pan
纖毛蟲,ciliate
國際玉米與小麥中心,CIMMYT
刻傷,Cincturing
肉桂醛,Cinnamaldehyde
肉桂酸,Cinnamic acid
台灣土肉桂,Cinnamomoum osmophloeum
牛樟,Cinnamomum kanehirae
牛樟,Cinnamomum kanehirae Hay.
土肉桂,Cinnamomum osmophloeum
牛樟,Cinnamomun kanehirae
伽羅木醇型土肉桂,Cinnamoum osmophloeum ct. linalool
伽羅木醇型土肉桂,Cinnamoumum osmophloeum ct. lianlool
農業資源循環,Circular Agricultural resources
循環農業,Circular Agriculture
循環經濟,Circular economy
循環式水耕系統,circulated hydroponic system
養殖循環系統,Circulatory System of Aquaculture
基因回殖,Cisgenesis
華盛頓公約,CITES
公民教育,Citizen Education
公民參與,citizen participation
公民科學,Citizen Science
公民科學家,citizen scientists
檸檬酸,Citric acid
瓜胺酸,citrullin
瓜胺酸,citrulline
西瓜,Citrullus lanatus
柑桔,citrus
柑橘,Citrus
檸檬,Citrus
柑橘鱗砧類病毒,Citrus Exocortis Viroid
柑桔,Citrus Fruits
柑橘嫁接傳染病原,Citrus graft-transmissible pathogens
麻豆文旦,Citrus grandis Osbeck cv. Matou Wentan
柑橘健康種原,Citrus healthy stock
柑橘黃龍病,citrus huanglongbing (HLB)
柑桔線蟲,Citrus nematode
柑橘加工品,Citrus processed products
柑橘木蝨,Citrus Psyllid
柑橘銹蜱,citrus rust mite
柳橙,Citrus sinensis
柑橘,Citrus sp.
柑橘破葉病毒,Citrus Tatter Leaf Virus
柑橘萎縮病毒,Citrus tristeza closterovirus
柑橘萎縮病毒,Citrus Tristeza Virus
都市地區,City Area
2.3.4.4亞群,clade 2.3.4.4
2.3.4.4 分支,clade 2.3.4.4
文蛤,Clam
文蛤養殖,Clam culture
豬瘟,Classic swine fever
豬瘟,Classical Swine Fever
豬瘟病毒,Classical Swine Fever Virus
影像分類,Classification
分類,Classification
分類誤差分析,Classification Error Analysis
質地分級,Classification of Food Texture
清潔發展機制(CDM),Clean Development Mechanism
清除機械,clean machine
清源,cleaning
清洗,Cleaning
清除和處理,Cleaning and Treatment
清除機具,Cleaning machine
生醫用清淨兔,Cleanly experimental rabbits for biomedical research
洗面霜,cleansing foam
切割位,cleavage site
氣候變遷,clima
更年型,climacteric-type
氣候變遷,Climate Change
氣候變化,Climate change
氣候變遷影響,Climate change impact
氣候變遷,Climate changer
氣候變遷,Climate Changing
氣候範圍模式,climate envelope model
氣候因子,Climate Factor
農業氣象,Climate of agriculture
適應氣候的水稻,climate resilient rice
氣候智慧農業,Climate Smart Agriculture
逆境調適能力之水稻,Climate-ready Rice
氣候變遷,Climatic Change
氣象環境,Climatic Environment
氣象變因,Climatic Variable
氣候變遷,Climatic Variation
物候資訊系統,CLIMAX
診療輔助,Clinical Assistance
臨床診斷,Clinical diagnostic
分生苗,Clonal Plantlet
營養系,Clone
品系選育,Clone Selection
氯系消毒劑,clorine disinfectants
密閉式禽舍,Close
密閉罩法,Closed Chamber Method
密閉罩法,Closed-chamber Method
親子鑑定,close-kin analysis
近自然林,close-natural forest
近景攝影測量,Close-range Photogrammetry
肉毒桿菌,Clostridium botulinum
丁酸梭菌,Clostridium butyricum
雲霧去除,Cloud and Haze Remove
雲端架構,Cloud Architecture
雲端運算,Cloud Computing
雲端計算,Cloud computing
雲端技術,cloud computing technology
生產雲關聯性資料勾稽檢核,cloud inspection function
農業生產雲關聯性資料勾稽檢核模組,Cloud inspection function for agricultural production data
蝴蝶蘭雲端,cloud platform of Phalaenopsis
雲端服務,Cloud Service
雲端服務,Cloud Services
小丑魚,clownfish
根腫病,clubroot
群聚,Cluster
聚集分析,Cluster Analysis
茶蠶,Cluster caterpillar
群聚整合,cluster integration
養殖牡蠣,Cluster Oysters
群聚且規律性間隔的短回文重複序列/CRISPR 關聯蛋白質,"clustered regularly interspaced short palindromic repeats, CRISPR)/Cas9"
群聚效應,Clustering effect
瘤野螟,Cnaphalocrocis medinalis
固碳,CO＜sub＞2＜/sub＞ Storage
細胞色素c氧化次單元1,CO1
二氧化碳超臨界萃取,CO2-supercritical fluid extraction
凝膠,coacervation
輔導成效,Coaching Effect
凝固,coagulate
凝固,Coagulation
雜糧作物,Coarse crop
海岸林,Coast windbreaks
沿海,coastal
沿近海漁業,Coastal and Offshore Fishery
沿海地區,Coastal Area
沿岸漁業,Coastal Fisheries
沿近海漁業,Coastal fishery
海岸林,Coastal Forest
澎湖近岸棲地環境,Coastal Habitate Environment of Penghu Islands
沿近海漁業,Coastal offshore fisheries
濱海植物,Coastal Plants
沿海砂地,coastal sands
海岸飛砂,Coastal Shifting Sand
沿海場域,Coastal waters
近岸水域,Coastal waters
台灣沿岸海域,Coastal Waters of Taiwan
沿海濕地,coastal wetland
鹽濕地,Coastal Wetlands
海岸防風林,Coastal windbreak
海岸林,Coastal Windbreak Forest
沿近海漁業,Coastal-offshore Fishery
鞘蛋白,Coat protein
批覆型農業藥劑,Coated Agro-chemicals
披衣型農業藥劑,coated agro-chemicals
包覆肥料,coated fertilizer
披衣,coating
包覆,Coating
披衣材料,coating material
茭白筍,Coba
海鱺,Cobia
球蟲,coccidia
共構,co-construction
椰纖,Coconut fiber
椰子水,coconut water
聯合國法典,Codex
共醱酵,co-digestion
共消化,Co-digestion
共發酵,Co-digestion
黨參,Codonopsis pilosula
共存,Coexistence
共存,co-existence
共存體系,co-existence
咖啡,Coffea spp.
咖啡,Coffee
咖啡渣,coffee bagasse
咖啡豆,coffee bean
咖啡果小蠹,"coffee berry borer, Hypothenemus hampei"
咖啡渣,Coffee grounds
咖啡葉,Coffee leaf
咖啡葉,coffee leaves
銹病,Coffee Rust
咖啡樹,Coffee Tree
認知,Cognition
共感染,co-infection
甘藷病毒複合感染,co-infection of sweet potato virus
椰纖,coir
椰纖,coir fiber
薏仁,Coix
薏苡,Coix lacryma-jobi
薏苡,Coix lacryma-jobi L.
薏苡素,coixol
秋水仙鹼,colchicine
冷陰極螢光燈,cold cathode fluorescent lamp
冷陰極螢光燈,"Cold Cathode Fluorescent Lamp, CCFL"
冷鏈,cold chain
低溫貯藏鏈,cold chain
寒冷氣候,cold Climate
寒害,cold disaster
耐寒性,cold resistant
冷燻,cold smoked
低溫貯存,Cold Storage
低溫貯藏,cold storage
低溫保存,cold storage
冷藏,Cold Storage
冷藏需求,Cold storage requirement
耐寒性,cold tolerance
耐寒度,Cold tolerance
冷鏈處理,Cold-chain Treatment
低溫醣化現象,Cold-induced Sweetening
冷燻機,cold-smoked equipment
耐寒,cold-tolerance
耐寒性,Cold-tolerance
鞘翅目,Coleoptera
蝴蝶蘭雲端商情平台,Collaboration Cloud Platform for Phalaenopsis Business Information
蝴蝶蘭雲端商情協作平台,Collaboration Cloud Platform for Phalaenopsis Business Information
協同經濟,Collaborative economy
膠原蛋白,Collagen
收集,collect
集貨模式,Collecting and Marketing Mode
蒐集,Collection
種原收集,Collection
收集,Collection
採集,Collection
典藏,Collection
炭疽菌,Collectotrichum
炭疽病,Collectotrichum
炭疽病菌,Collectotrichum spp.
大學教育,College education
炭疽病菌,Colletotrichum
炭疽病,Colletotrichum
果樹炭疽病,Colletotrichum spp.
炭疽病菌,Colletotrichum spp.
果樹炭疽病菌,Colletotrichum spp.
芋頭,Colocasia esculenta
檳榔心芋,Colocasia esculenta (L.) Schott
秋刀魚,Cololabis saira
菌落化,colonization
蜂群,Colony of bee
色澤,Color
轉色控制技術,color control technology
色差,Color difference
增豔,Color Enhancement
熟果甜椒,Color pepper
保色,color retention
色彩選別機,Color Sorter
轉色,Coloration
有色水稻,colored rice
脆性,Colored Rice
有色雞,colorful chicken
色素,colorings
彩色甜椒,colour sweet pepper
柱狀成形技術,Columnar molding
金魚藤潛伏類病毒,Columnea latent viroid
共同管理,Co-management
農糧作物,Combinable crops
納豆真菌發酵產物,Combinatory Products Fermented by Bacillus natto with Fungus
混合暴露量,Combined Exposure
組合力檢定,Combining ability
組合力,combining ability
結合力檢定,Combining Ability Test
燃燒,Combustion
舒適度,Comfortable Sensation
商業化生產,Commercial
商業用蛋鴨,Commercial layer duck stock
商業化生產,Commercial Production
產業型包裝場,Commercial scale packinghouse
產業規模包裝場,Commercial scale packinghouse
商業測試,Commercial Test
經濟樹種,Commercial tree species
商業規格化,commercial uniform size
商用疫苗,Commercial vaccine
商用木材,Commercial wood
商用木材,Commercial Wood Species
商品化,commercialization
商業化,Commercialization
商品化與產業化交流活動,Commercialization and industrialization exchange activities
商業化,Commercialize
商品,commodity
菜豆,Common bean
共用平台,common platform
瘡痂病,common scab
瘡痂病,common scabe
普通貯藏,Common Storage
社區,communication
傳播媒體,Communication Media
傳播模式,Communication Model
社區,Community
群落,community
社群,Community
社群連結,Community
社區營造,community building.
社區紮根計畫,Community Capacity Building
社區資本概念,community capital framework
群聚組成,community composition
社區生態教育,Community Ecological Education
社區培力,Community empowerment
社群參與,Community Engagement
社區環境教育,community environmental education
社區林業,Community Forestry
社區意見領袖,Community Opinion Leaders
群聚結構,Community Structure
族群結構,Community Structure
社區/部落廚房,community/tribe kitchen
居民參與式環境教育及保育,community-based participatory environmental education and conservation
豆嵌病毒,comovirus
成分分析,comp
緊壓茶,Compacted Tea
同伴動物,Companion Animal
伴侶動物,companion animal
伴侶動物,Companion Animals
伴生作物,Companion plants
比較親緣地理,Comparative Phylobiogeography
試驗圃,comparative test garden
比對,Comparison
獨立生物安全體系,Compartment
相容性,compatibility
農地相容使用,Compatible Use of Farmland
補償機制,compensation mechanism
職能,Competence
專業能力,competence
能力鑑定,Competence Evaluation
評茶能力,Competence of tea tasting
能力基準,Competence Qualification
職能,Competency
職能基準,competency
職能分析,Competency Analysis
職能分析,Competency Analyze
能力檢核,competency assessment
能力檢核規範,Competency Assessment Standard
職能基準,competency Base
職能基準,Competency Based
職能認證,Competency Certification
能力鑑定,Competency Evaluation
能力鑑定,Competency Identification
職能管理,Competency Management
職能模式,competency model
職能模型,Competency Model
職能標準,Competency Standard
競爭,competition
競爭優劣,COMPETITION
競爭力,Competitive
酵素聯結免疫吸附檢定法,competitive indirect ELISA
競爭力,Competitiveness
競爭者分析,Competitor analysis
完全飼料,Complete Feed
脊椎畸形複合症,Complex vertebral malformation (CVM)
標準型雜交種,complex-type hybrid
成分分析,Component Analysis
成分分析,component anaylsis
成分鑑定,Component Identification
堆肥,Composite
複合材,Composite
複合材料,composite material
綜合適合度指數,Composite Suitability Index
成份,composition
堆肥,compost
堆肥醱酵液,compost ferminentation nutrient
堆肥品質,compost quality
堆肥液,compost tea
堆肥茶,compost tea
堆肥化,composting
堆肥化處理機械,Composting machinery
砷化物,compounds
跨太平洋夥伴全面進展協定,Comprehensive and
可計算一般均衡,Computable General Equilibrium
可計算一般均衡分析法,Computable General Equilibrium
計算流體力學,Computational Fluid Dynamics
計算流體力學模式,Computational Fluid Dynamics
電腦圖繪技術,Computer Graphic
滴牛肉精,concentrated beef essence
鴨精,Concentrated Duck Essence
懷孕率,conception rate
絲狀體養殖,Conchocelis culture
冷凝,Condensation
濃縮糖蜜醱酵蛋白,Condensed molasses fermentation solubles
肥滿度,Condition Index
育肥,conditioning
研討會,Conference
會議,Conference
體型量測,conformation measurement
分生孢子,conidia
針葉樹,Conifer
共軛亞麻油酸,Conjugated linoleic acid
聯合監測,conjunctive monitoring framework
連結度,connectivity
荔枝細蛾,Conopomorpha sinesis
諮詢服務,consaltation service
保種魚類,conservated fish broodstock
保育,conservation
保存,Conservation
保種,Conservation
保育行動,conservation action paln
保育行動綱領,conservation action paln
保育行動計畫,conservation action plan
保育行動綱領,conservation action plan
保存與評估,Conservation and Evaluation
保育管理措施,Conservation and Management Measures
保育評估,conservation assessment
保育生物防治,conservation biological control
保育生物學,Conservation Biology
保育經濟效益,Conservation Economic Benefits
保育遺傳,conservation genetics
植物種原保育,Conservation of Plant Genetic Resources
保育優先次序,conservation priority list
保育策略,conservation strategies
保育策略,Conservation Strategy
保育治理,conservation strategy
保育治理,Conservational engineering
保種的,conserved
一貫作業機,Consistent operating machine
鹿茸組成,constitute of deer velvet
台灣沿岸增殖示範區規劃,Constriction of two modeling stocks enhancement center
施工縫,construction joints
國際農業資訊建構方法,Construction of International Agricultural Information
輔導制度,Consultancy System
諮詢體系,Consultant system
諮詢服務體系,Consultant System
諮詢服務,Consulting Service
消費者,Consumer
消費行為,consumer behavior
消費者行為,consumer behavior
消費者購買意願,consumer buying intentions
風險溝通,Consumer Communication
消費市場,consumer marketstem
消費者反應,Consumer response
消費者調查,Consumer Survey
消費意願,consumer willing
消費者願付價格,Consumer Willingness to Pay
消費者認知,consumer’s cognition
消費者服務,Consumers Service
消費者,Consummer
消費行為,Consummer Behavior
消費,Consumption
使用量,Consumption
消費行為,Consumption Behavior
擴大消費,consumption expansion
消費流向,Consumption Flow
消費習慣,Consumption Habit
消費型態改變,Consumption Pattern Change
消費型態與趨勢,Consumption Patterns and Trends
消費對策,Consumption Strategies
作物需水量,consumptive use
接觸角,contact angle
牛接觸性傳染性胸膜肺炎,Contagious Bovine Pleuropneumonia
傳染性化膿性皮膚炎,Contagious Ecthyma
容器,container
容器栽培,container culture
容器育苗,container production
容器苗木,Container Seedling
污染,Contamination
汙染管控,Contamination Control
內容分析法,content analysis
圖像檢索,Content-based image retrieval
緊急應變,contingency
連續採收作物,continued harvest crop
繼續教育,Continuing Education
連作障礙,Continuous Cropping Damage
連作障礙,continuous cropping obstacle
連作障害,Continuous Cropping Obstacle
連續採收,Continuous Harves
連續採收,continuous harvest
連續採收作物,Continuous harvest crops
連作障礙,continuous-cropping obstacles
連續休耕農地,Continuously Set-Aside Land
契作,contract
契作,contract farming
代耕,Contract farming
柑橘萎縮病防治,contrl of citrus tristeza virus
防治,control
控制,control
防治技術,Control Technology
非化學農藥防治,control agent used in organic farming
非化學合成農藥,control agent used in organic farming
病害防治管理,Control and management of disease
規劃與防治,Control and Planning
氣調處理,Control Atomosphere Treatment
防治曆,Control Calendar
控制電路,control circuit
防治指標,control indicator
防治策略,Control Infestation Strategy
防治管理,Control management
防治資材,control material
控制策略,control measures
柑橘黃龍病防治,control of Citrus HLB
柑橘萎縮病防治,control of Citrus tristeza virus
草食動物副結核病之控制,Control of paratuberculosis for herbivora
草食動物結核病之控制,Control of tuberculosis for herbivora
控制釋放,control release
防治策略,control strategy
控制策略,Control Strategy
控制系統,Control system
防治技術,Control Technique
肉牛結核病檢驗,Control Techniques of Tuberculosis for Beef Cattle
鹿結核病檢驗,Control Techniques of Tuberculosis for Deer
防治技術,Control Technology
防治基準,Control Threshold
氣調,controlled atmosphere
氣調貯藏,Controlled Atmosphere Storage
環控農業,Controlled Environment Agriculture
控釋型肥料,Controlled Release Fertilizer
緩釋型肥料,Controlled Release Fertilizer
控釋型肥料,Controlled-release Fertilizer
生物多樣性公約,Convention on Biological Diversity
臨絕種野生動植物國際貿易公約,Convention on International Trade in Endangered Species of Wild Fauna and Flora(CITES)
慣行農法,Conventional farming
聚合育種,Convergent breeding
飼料效益,Conversion Efficiency
轉化率,Conversion frequency
野茼蒿,Conyza sumatrensis
機能性食材食譜,cookbook of functional-food recipes
預冷,cooling
降溫,cooling
冷風乾燥機,cooling dryer
冰霧降溫,cooling fogging cooling
降溫系統,Cooling System
合作,Cooperate
合作計畫,Cooperation program
合作社經濟,Cooperative economy
建教合作,Cooperative Education
氣候變化綱要公約第19次締約國會議暨京都議定書生效後第9屆簽約國會,COP19 ＆COP/ MOP9
聯合國氣候變遷綱要公約第21次締約國會議,COP21
因應氣候變遷,cope with climate change
橈腳類,copepods
因應策略,Coping Strategies
調適策略,coping strategies
災後調適,Coping Strategies After the Disaster
共聚物,copolymer
銅,Copper
珊瑚,coral
珊瑚白化,Coral Bleaching
假人參,Coral flower
珊瑚礁生態系,coral reef ecosystems
?咕石,coral rock
紅珊瑚科,Coralliidae
珊瑚,Corals
臺灣蜆,Corbicula fluminea
蟲草,Cordyceps
蛹蟲草,Cordyceps militaris
北冬蟲夏草,Cordyceps militaris
核心種原,Core collection
核心種原收集,core collection
核心課程,Core Curriculum
核心種原,core germplasms
沅荽,Coriander
芫荽,Coriander
玉米,Corn
甜玉米,corn
玉米穗軸,Corn Cob
玉米乾酒粕,Corn distiller's dried grains with solubles
玉米種質,Corn Germplasm
玉米自交系,corn inbreds
玉米稈,Corn Stalk
玉米品種,corn varieties
